Zeit [h]	Variante 8.1 Raumlufttemperatur [C]	Variante 8.2 Raumlufttemperatur [C]	Variante 8.3 Raumlufttemperatur [C]	Variante 8.4.Raumlufttemperatur [C]
4051	40.819	38.239	35.113	35.1135
4052	40.819	38.239	35.0635	35.064
4053	40.819	38.239	35.014	35.0145
4054	40.819	38.239	34.9645	34.965
4055	40.819	38.239	34.9155	34.9155
4056	40.819	38.239	34.8665	34.8665
4057	40.819	38.239	34.8175	34.818
4058	40.819	38.239	34.769	34.7695
4059	40.819	38.239	34.7205	34.721
4060	40.819	38.239	34.672	34.6725
4061	40.819	38.239	34.624	34.624
4062	40.819	38.239	35.501	34.695
4063	40.819	38.239	37.6175	34.941
4064	40.819	38.239	39.777	35.229
4065	40.819	38.239	40.758	35.403
4066	40.819	38.239	40.8315	35.477
4067	40.819	38.239	40.313	35.4745
4068	40.819	38.239	39.7825	35.46
4069	40.819	38.239	40.424	35.5855
4070	40.819	38.239	41.0775	35.7225
4071	40.819	38.239	41.15	35.7955
4072	40.819	38.239	40.297	35.7495
4073	40.819	38.239	38.2045	35.528
4074	40.819	38.239	36.0695	35.2635
4075	40.819	38.239	35.113	35.1135
4076	40.819	38.239	35.0635	35.064
4077	40.819	38.239	35.014	35.0145
4078	40.819	38.239	34.9645	34.965
4079	40.819	38.239	34.9155	34.9155
4080	40.819	38.239	34.8665	34.8665
4081	40.819	38.239	34.8175	34.818
4082	40.819	38.239	34.769	34.7695
4083	40.819	38.239	34.7205	34.721
4084	40.819	38.239	34.672	34.6725
4085	40.819	38.239	34.624	34.624
4086	40.819	38.239	35.501	34.695
4087	40.819	38.239	37.6175	34.941
4088	40.819	38.239	39.777	35.229
4089	40.819	38.239	40.758	35.403
4090	40.819	38.239	40.8315	35.477
4091	40.819	38.239	40.313	35.4745
4092	40.819	38.239	39.7825	35.46
4093	40.819	38.239	40.424	35.5855
4094	40.819	38.239	41.0775	35.7225
4095	40.819	38.239	41.15	35.7955
4096	40.819	38.239	40.297	35.7495
4097	40.819	38.239	38.2045	35.528
4098	40.819	38.239	36.0695	35.2635
4099	40.819	38.239	35.113	35.1135
4100	40.819	38.239	35.0635	35.064
4101	40.819	38.239	35.014	35.0145
4102	40.819	38.239	34.9645	34.965
4103	40.819	38.239	34.9155	34.9155
4104	40.819	38.239	34.8665	34.8665
4105	40.819	38.239	34.8175	34.818
4106	40.819	38.239	34.769	34.7695
4107	40.819	38.239	34.7205	34.721
4108	40.819	38.239	34.672	34.6725
4109	40.819	38.239	34.624	34.624
4110	40.819	38.239	35.501	34.695
4111	40.819	38.239	37.6175	34.941
4112	40.819	38.239	39.777	35.229
4113	40.819	38.239	40.758	35.403
4114	40.819	38.239	40.8315	35.477
4115	40.819	38.239	40.313	35.4745
4116	40.819	38.239	39.7825	35.46
4117	40.819	38.239	40.424	35.5855
4118	40.819	38.239	41.0775	35.7225
4119	40.819	38.239	41.15	35.7955
4120	40.819	38.239	40.297	35.7495
4121	40.819	38.239	38.2045	35.528
4122	40.819	38.239	36.0695	35.2635
4123	40.819	38.239	35.113	35.1135
4124	40.819	38.239	35.0635	35.064
4125	40.819	38.239	35.014	35.0145
4126	40.819	38.239	34.9645	34.965
4127	40.819	38.239	34.9155	34.9155
4128	40.819	38.239	34.8665	34.8665
4129	40.819	38.239	34.8175	34.818
4130	40.819	38.239	34.769	34.7695
4131	40.819	38.239	34.7205	34.721
4132	40.819	38.239	34.672	34.6725
4133	40.819	38.239	34.624	34.624
4134	40.819	38.239	35.501	34.695
4135	40.819	38.239	37.6175	34.941
4136	40.819	38.239	39.777	35.229
4137	40.819	38.239	40.758	35.403
4138	40.819	38.239	40.8315	35.477
4139	40.819	38.239	40.313	35.4745
4140	40.819	38.239	39.7825	35.46
4141	40.819	38.239	40.424	35.5855
4142	40.819	38.239	41.0775	35.7225
4143	40.819	38.239	41.15	35.7955
4144	40.819	38.239	40.297	35.7495
4145	40.819	38.239	38.2045	35.528
4146	40.819	38.239	36.0695	35.2635
4147	40.819	38.239	35.113	35.1135
4148	40.819	38.239	35.0635	35.064
4149	40.819	38.239	35.014	35.0145
4150	40.819	38.239	34.9645	34.965
4151	40.819	38.239	34.9155	34.9155
4152	40.819	38.239	34.8665	34.8665
4153	40.819	38.239	34.8175	34.818
4154	40.819	38.239	34.769	34.7695
4155	40.819	38.239	34.7205	34.721
4156	40.819	38.239	34.672	34.6725
4157	40.819	38.239	34.624	34.624
4158	40.819	38.239	35.501	34.695
4159	40.819	38.239	37.6175	34.941
4160	40.819	38.239	39.777	35.229
4161	40.819	38.239	40.758	35.403
4162	40.819	38.239	40.8315	35.477
4163	40.819	38.239	40.313	35.4745
4164	40.819	38.239	39.7825	35.46
4165	40.819	38.239	40.424	35.5855
4166	40.819	38.239	41.0775	35.7225
4167	40.819	38.239	41.15	35.7955
4168	40.819	38.239	40.297	35.7495
4169	40.819	38.239	38.2045	35.528
4170	40.819	38.239	36.0695	35.2635
4171	40.819	38.239	35.113	35.1135
4172	40.819	38.239	35.0635	35.064
4173	40.819	38.239	35.014	35.0145
4174	40.819	38.239	34.9645	34.965
4175	40.819	38.239	34.9155	34.9155
4176	40.819	38.239	34.8665	34.8665
4177	40.819	38.239	34.818	34.818
4178	40.819	38.239	34.7695	34.7695
4179	40.819	38.239	34.7205	34.721
4180	40.819	38.239	34.672	34.6725
4181	40.819	38.239	34.624	34.624
4182	40.819	38.239	35.501	34.695
4183	40.819	38.239	37.6175	34.941
4184	40.819	38.239	39.777	35.229
4185	40.819	38.239	40.758	35.403
4186	40.819	38.239	40.8315	35.477
4187	40.819	38.239	40.313	35.4745
4188	40.819	38.239	39.7825	35.46
4189	40.819	38.239	40.424	35.5855
4190	40.819	38.239	41.0775	35.7225
4191	40.819	38.239	41.15	35.7955
4192	40.819	38.239	40.297	35.7495
4193	40.819	38.239	38.2045	35.528
4194	40.819	38.239	36.0695	35.2635
4195	40.819	38.239	35.113	35.1135
4196	40.819	38.239	35.0635	35.064
4197	40.819	38.239	35.014	35.0145
4198	40.819	38.239	34.9645	34.965
4199	40.819	38.239	34.9155	34.9155
4200	40.819	38.239	34.8665	34.8665
4201	40.819	38.239	34.818	34.818
4202	40.819	38.239	34.7695	34.7695
4203	40.819	38.239	34.7205	34.721
4204	40.819	38.239	34.672	34.6725
4205	40.819	38.239	34.624	34.624
4206	40.819	38.239	35.501	34.695
4207	40.819	38.239	37.618	34.941
4208	40.819	38.239	39.7775	35.229
4209	40.819	38.239	40.758	35.403
4210	40.819	38.239	40.8315	35.477
4211	40.819	38.239	40.313	35.4745
4212	40.819	38.239	39.7825	35.46
4213	40.819	38.239	40.424	35.5855
4214	40.819	38.239	41.0775	35.7225
4215	40.819	38.239	41.15	35.7955
4216	40.819	38.239	40.297	35.7495
4217	40.819	38.239	38.2045	35.528
4218	40.819	38.239	36.0695	35.2635
4219	40.819	38.239	35.113	35.1135
4220	40.819	38.239	35.0635	35.064
4221	40.819	38.239	35.0145	35.0145
4222	40.819	38.239	34.965	34.965
4223	40.819	38.239	34.9155	34.9155
4224	40.819	38.239	34.8665	34.8665
4225	40.819	38.239	34.818	34.818
4226	40.819	38.239	34.7695	34.7695
4227	40.819	38.239	34.721	34.721
4228	40.819	38.239	34.6725	34.6725
4229	40.819	38.239	34.624	34.624
4230	40.819	38.239	35.501	34.695
4231	40.819	38.239	37.618	34.941
4232	40.819	38.239	39.7775	35.229
4233	40.819	38.239	40.758	35.403
4234	40.819	38.239	40.8315	35.477
4235	40.819	38.239	40.313	35.4745
4236	40.819	38.239	39.7825	35.46
4237	40.819	38.239	40.424	35.5855
4238	40.819	38.239	41.0775	35.7225
4239	40.819	38.239	41.15	35.7955
4240	40.819	38.239	40.297	35.7495
4241	40.819	38.239	38.205	35.528
4242	40.819	38.239	36.07	35.2635
4243	40.819	38.239	35.113	35.1135
4244	40.819	38.239	35.0635	35.064
4245	40.819	38.239	35.0145	35.0145
4246	40.819	38.239	34.965	34.965
4247	40.819	38.239	34.9155	34.9155
4248	40.819	38.239	34.8665	34.8665
4249	40.819	38.239	34.818	34.818
4250	40.819	38.239	34.7695	34.7695
4251	40.819	38.239	34.721	34.721
4252	40.819	38.239	34.6725	34.6725
4253	40.819	38.239	34.624	34.624
4254	40.819	38.239	35.501	34.695
4255	40.819	38.239	37.618	34.941
4256	40.819	38.239	39.7775	35.229
4257	40.819	38.239	40.758	35.403
4258	40.819	38.239	40.8315	35.477
4259	40.819	38.239	40.313	35.4745
4260	40.819	38.239	39.7825	35.46
4261	40.819	38.239	40.424	35.5855
4262	40.819	38.239	41.0775	35.7225
4263	40.819	38.239	41.15	35.7955
4264	40.819	38.239	40.297	35.7495
4265	40.819	38.239	38.205	35.528
4266	40.819	38.239	36.07	35.2635
4267	40.819	38.239	35.113	35.1135
4268	40.819	38.239	35.0635	35.064
4269	40.819	38.239	35.0145	35.0145
4270	40.819	38.239	34.965	34.965
4271	40.819	38.239	34.9155	34.9155
4272	40.819	38.239	34.8665	34.867
4273	40.819	38.239	34.818	34.8185
4274	40.819	38.239	34.7695	34.7695
4275	40.819	38.239	34.721	34.721
4276	40.819	38.239	34.6725	34.6725
4277	40.819	38.239	34.624	34.624
4278	40.819	38.239	35.501	34.695
4279	40.819	38.239	37.618	34.941
4280	40.819	38.239	39.7775	35.229
4281	40.819	38.239	40.758	35.403
4282	40.819	38.239	40.8315	35.477
4283	40.819	38.239	40.313	35.4745
4284	40.819	38.239	39.7825	35.46
4285	40.819	38.239	40.424	35.5855
4286	40.819	38.239	41.0775	35.7225
4287	40.819	38.239	41.15	35.7955
4288	40.819	38.239	40.297	35.7495
4289	40.819	38.239	38.205	35.528
4290	40.819	38.239	36.07	35.2635
4291	40.819	38.239	35.113	35.1135
4292	40.819	38.239	35.0635	35.064
4293	40.819	38.239	35.0145	35.0145
4294	40.819	38.239	34.965	34.9655
4295	40.819	38.239	34.9155	34.916
4296	40.819	38.239	34.8665	34.867
4297	40.819	38.239	34.818	34.8185
4298	40.819	38.239	34.7695	34.7695
4299	40.8195	38.239	34.721	34.721
4300	40.82	38.239	34.6725	34.6725
4301	40.82	38.239	34.624	34.624
4302	40.82	38.239	35.501	34.695
4303	40.82	38.239	37.618	34.941
4304	40.82	38.239	39.7775	35.229
4305	40.82	38.239	40.758	35.403
4306	40.82	38.239	40.8315	35.477
4307	40.82	38.239	40.313	35.4745
4308	40.82	38.239	39.7825	35.46
4309	40.82	38.239	40.424	35.5855
4310	40.82	38.239	41.0775	35.7225
4311	40.82	38.239	41.15	35.7955
4312	40.82	38.239	40.297	35.7495
4313	40.82	38.239	38.205	35.528
4314	40.82	38.239	36.07	35.2635
4315	40.82	38.239	35.1135	35.1135
4316	40.82	38.239	35.064	35.064
4317	40.82	38.239	35.0145	35.0145
4318	40.82	38.239	34.965	34.9655
4319	40.82	38.239	34.9155	34.916
4320	40.82	38.239	34.8665	34.867
4321	40.82	38.239	34.818	34.8185
4322	40.82	38.239	34.7695	34.7695
4323	40.82	38.239	34.721	34.721
4324	40.82	38.239	34.6725	34.6725
4325	40.82	38.239	34.624	34.624
4326	40.82	38.239	35.501	34.695
4327	40.82	38.239	37.618	34.941
4328	40.82	38.239	39.7775	35.229
4329	40.82	38.239	40.758	35.403
4330	40.82	38.239	40.832	35.477
4331	40.82	38.239	40.3135	35.4745
4332	40.82	38.239	39.7825	35.46
4333	40.82	38.239	40.424	35.5855
4334	40.82	38.239	41.0775	35.7225
4335	40.82	38.239	41.15	35.7955
4336	40.82	38.239	40.297	35.7495
4337	40.82	38.239	38.205	35.528
4338	40.82	38.239	36.07	35.2635
4339	40.82	38.239	35.1135	35.1135
4340	40.82	38.239	35.064	35.064
4341	40.82	38.239	35.0145	35.0145
4342	40.82	38.239	34.965	34.9655
4343	40.82	38.239	34.9155	34.916
4344	40.82	38.239	34.8665	34.867
4345	40.82	38.239	34.818	34.8185
4346	40.82	38.239	34.7695	34.7695
4347	40.82	38.239	34.721	34.721
4348	40.82	38.239	34.6725	34.6725
4349	40.82	38.239	34.624	34.624
4350	40.82	38.239	35.501	34.695
4351	40.82	38.239	37.618	34.941
4352	40.82	38.239	39.7775	35.229
4353	40.82	38.239	40.758	35.403
4354	40.82	38.239	40.832	35.477
4355	40.82	38.239	40.3135	35.4745
4356	40.82	38.239	39.7825	35.46
4357	40.82	38.239	40.424	35.5855
4358	40.82	38.239	41.0775	35.7225
4359	40.82	38.239	41.15	35.7955
4360	40.82	38.239	40.297	35.7495
4361	40.82	38.239	38.205	35.528
4362	40.82	38.239	36.07	35.2635
4363	40.82	38.239	35.1135	35.1135
4364	40.82	38.239	35.064	35.064
4365	40.82	38.239	35.0145	35.0145
4366	40.82	38.239	34.965	34.9655
4367	40.82	38.239	34.9155	34.916
4368	40.82	38.239	34.8665	34.867
4369	40.82	38.239	34.818	34.8185
4370	40.82	38.239	34.7695	34.7695
4371	40.82	38.239	34.721	34.721
4372	40.82	38.239	34.6725	34.6725
4373	40.82	38.239	34.624	34.624
4374	40.82	38.239	35.501	34.695
4375	40.82	38.239	37.618	34.941
4376	40.82	38.239	39.7775	35.2295
4377	40.82	38.239	40.758	35.4035
4378	40.82	38.239	40.832	35.477
4379	40.82	38.239	40.3135	35.4745
4380	40.82	38.239	39.7825	35.46
4381	40.82	38.239	40.424	35.5855
4382	40.82	38.239	41.0775	35.7225
4383	40.82	38.239	41.15	35.7955
4384	40.82	38.239	40.297	35.7495
4385	40.82	38.239	38.205	35.528
4386	40.82	38.239	36.07	35.2635
4387	40.82	38.239	35.1135	35.1135
4388	40.82	38.239	35.064	35.064
4389	40.82	38.239	35.0145	35.0145
4390	40.82	38.239	34.965	34.9655
4391	40.82	38.239	34.9155	34.916
4392	40.82	38.239	34.8665	34.867
4393	40.82	38.239	34.818	34.8185
4394	40.82	38.239	34.7695	34.7695
4395	40.82	38.239	34.721	34.721
4396	40.82	38.239	34.6725	34.673
4397	40.82	38.239	34.624	34.6245
4398	40.82	38.239	35.501	34.695
4399	40.82	38.239	37.618	34.941
4400	40.82	38.239	39.7775	35.2295
4401	40.82	38.239	40.758	35.4035
4402	40.82	38.239	40.832	35.477
4403	40.82	38.239	40.3135	35.4745
4404	40.82	38.239	39.7825	35.46
4405	40.82	38.239	40.424	35.5855
4406	40.82	38.239	41.0775	35.7225
4407	40.82	38.239	41.15	35.7955
4408	40.82	38.239	40.297	35.7495
4409	40.82	38.239	38.205	35.528
4410	40.82	38.239	36.07	35.2635
4411	40.82	38.239	35.1135	35.1135
4412	40.82	38.239	35.064	35.064
4413	40.82	38.239	35.0145	35.0145
4414	40.82	38.239	34.965	34.9655
4415	40.82	38.239	34.9155	34.916
4416	40.82	38.239	34.8665	34.867
4417	40.82	38.239	34.818	34.8185
4418	40.82	38.239	34.7695	34.7695
4419	40.82	38.239	34.721	34.721
4420	40.82	38.239	34.6725	34.673
4421	40.82	38.239	34.624	34.6245
4422	40.82	38.239	35.501	34.695
4423	40.82	38.239	37.618	34.941
4424	40.82	38.239	39.7775	35.2295
4425	40.82	38.239	40.758	35.4035
4426	40.82	38.239	40.832	35.477
4427	40.82	38.239	40.3135	35.4745
4428	40.82	38.239	39.7825	35.46
4429	40.82	38.239	40.424	35.5855
4430	40.82	38.239	41.0775	35.7225
4431	40.82	38.239	41.15	35.7955
4432	40.82	38.239	40.297	35.7495
4433	40.82	38.239	38.205	35.528
4434	40.82	38.239	36.07	35.2635
4435	40.82	38.239	35.1135	35.1135
4436	40.82	38.239	35.064	35.064
4437	40.82	38.239	35.0145	35.0145
4438	40.82	38.239	34.965	34.9655
4439	40.82	38.239	34.9155	34.916
4440	40.82	38.239	34.8665	34.867
4441	40.82	38.239	34.818	34.8185
4442	40.82	38.239	34.7695	34.7695
4443	40.82	38.239	34.721	34.721
4444	40.82	38.239	34.6725	34.673
4445	40.82	38.239	34.624	34.6245
4446	40.82	38.239	35.501	34.695
4447	40.82	38.239	37.618	34.941
4448	40.82	38.239	39.7775	35.2295
4449	40.82	38.239	40.758	35.4035
4450	40.82	38.239	40.832	35.477
4451	40.82	38.239	40.3135	35.4745
4452	40.82	38.239	39.7825	35.46
4453	40.82	38.239	40.424	35.5855
4454	40.82	38.239	41.0775	35.7225
4455	40.82	38.239	41.15	35.7955
4456	40.82	38.239	40.297	35.7495
4457	40.82	38.239	38.205	35.528
4458	40.82	38.239	36.07	35.2635
4459	40.82	38.239	35.1135	35.1135
4460	40.82	38.239	35.064	35.064
4461	40.82	38.239	35.0145	35.0145
4462	40.82	38.239	34.965	34.9655
4463	40.82	38.239	34.9155	34.916
4464	40.82	38.239	34.8665	34.867
4465	40.82	38.239	34.818	34.8185
4466	40.82	38.239	34.7695	34.7695
4467	40.82	38.239	34.721	34.721
4468	40.82	38.239	34.6725	34.673
4469	40.82	38.239	34.624	34.6245
4470	40.82	38.239	35.501	34.695
4471	40.82	38.239	37.618	34.941
4472	40.82	38.239	39.7775	35.2295
4473	40.82	38.239	40.758	35.4035
4474	40.82	38.239	40.832	35.477
4475	40.82	38.239	40.3135	35.4745
4476	40.82	38.239	39.7825	35.46
4477	40.82	38.239	40.424	35.5855
4478	40.82	38.239	41.0775	35.7225
4479	40.82	38.239	41.15	35.7955
4480	40.82	38.239	40.297	35.7495
4481	40.82	38.239	38.205	35.528
4482	40.82	38.239	36.07	35.2635
4483	40.82	38.239	35.1135	35.1135
4484	40.82	38.239	35.064	35.064
4485	40.82	38.239	35.0145	35.0145
4486	40.82	38.239	34.965	34.9655
4487	40.82	38.239	34.9155	34.916
4488	40.82	38.239	34.8665	34.867
4489	40.82	38.239	34.818	34.8185
4490	40.82	38.239	34.7695	34.7695
4491	40.82	38.239	34.721	34.721
4492	40.82	38.239	34.6725	34.673
4493	40.82	38.239	34.624	34.6245
4494	40.82	38.239	35.501	34.695
4495	40.82	38.239	37.618	34.941
4496	40.82	38.239	39.7775	35.2295
4497	40.82	38.239	40.758	35.4035
4498	40.82	38.239	40.832	35.477
4499	40.82	38.239	40.3135	35.4745
4500	40.82	38.239	39.7825	35.46
4501	40.82	38.239	40.424	35.5855
4502	40.82	38.239	41.0775	35.7225
4503	40.82	38.239	41.15	35.7955
4504	40.82	38.239	40.297	35.7495
4505	40.82	38.239	38.205	35.528
4506	40.82	38.239	36.07	35.2635
4507	40.82	38.239	35.1135	35.1135
4508	40.82	38.239	35.064	35.064
4509	40.82	38.239	35.0145	35.0145
4510	40.82	38.239	34.965	34.9655
4511	40.82	38.239	34.9155	34.916
4512	40.82	38.239	34.8665	34.867
4513	40.82	38.239	34.818	34.8185
4514	40.82	38.239	34.7695	34.7695
4515	40.82	38.239	34.721	34.721
4516	40.82	38.239	34.6725	34.673
4517	40.82	38.239	34.624	34.6245
4518	40.82	38.239	35.501	34.695
4519	40.82	38.239	37.618	34.941
4520	40.82	38.239	39.7775	35.2295
4521	40.82	38.239	40.758	35.4035
4522	40.82	38.239	40.832	35.477
4523	40.82	38.239	40.3135	35.4745
4524	40.82	38.239	39.7825	35.46
4525	40.82	38.239	40.424	35.5855
4526	40.82	38.239	41.0775	35.7225
4527	40.82	38.239	41.15	35.7955
4528	40.82	38.239	40.297	35.7495
4529	40.82	38.239	38.205	35.528
4530	40.82	38.239	36.07	35.2635
4531	40.82	38.239	35.1135	35.1135
4532	40.82	38.239	35.064	35.064
4533	40.82	38.239	35.0145	35.0145
4534	40.82	38.239	34.965	34.9655
4535	40.82	38.239	34.9155	34.916
4536	40.82	38.239	34.8665	34.867
4537	40.82	38.239	34.818	34.8185
4538	40.82	38.239	34.7695	34.7695
4539	40.82	38.239	34.721	34.721
4540	40.82	38.239	34.6725	34.673
4541	40.82	38.239	34.624	34.6245
4542	40.82	38.239	35.501	34.695
4543	40.82	38.239	37.618	34.941
4544	40.82	38.239	39.7775	35.2295
4545	40.82	38.239	40.758	35.4035
4546	40.82	38.239	40.832	35.477
4547	40.82	38.239	40.3135	35.4745
4548	40.82	38.239	39.7825	35.46
4549	40.82	38.239	40.424	35.5855
4550	40.82	38.239	41.0775	35.7225
4551	40.82	38.239	41.15	35.7955
4552	40.82	38.239	40.297	35.7495
4553	40.82	38.239	38.205	35.528
4554	40.82	38.239	36.07	35.2635
4555	40.82	38.239	35.1135	35.1135
4556	40.82	38.239	35.064	35.064
4557	40.82	38.239	35.0145	35.0145
4558	40.82	38.239	34.965	34.9655
4559	40.82	38.239	34.9155	34.9165
4560	40.82	38.239	34.8665	34.8675
4561	40.82	38.239	34.818	34.8185
4562	40.82	38.239	34.7695	34.7695
4563	40.82	38.239	34.721	34.721
4564	40.82	38.239	34.6725	34.673
4565	40.82	38.239	34.624	34.6245
4566	40.82	38.239	35.501	34.695
4567	40.82	38.239	37.618	34.941
4568	40.82	38.239	39.7775	35.2295
4569	40.82	38.239	40.758	35.4035
4570	40.82	38.239	40.832	35.477
4571	40.82	38.239	40.3135	35.4745
4572	40.82	38.239	39.7825	35.46
4573	40.82	38.239	40.424	35.5855
4574	40.82	38.239	41.0775	35.7225
4575	40.82	38.239	41.15	35.7955
4576	40.82	38.239	40.297	35.7495
4577	40.82	38.239	38.205	35.528
4578	40.82	38.239	36.07	35.264
4579	40.82	38.239	35.1135	35.114
4580	40.82	38.239	35.064	35.064
4581	40.82	38.239	35.0145	35.0145
4582	40.82	38.239	34.965	34.9655
4583	40.82	38.239	34.9155	34.9165
4584	40.82	38.239	34.8665	34.8675
4585	40.82	38.239	34.818	34.8185
4586	40.82	38.239	34.7695	34.7695
4587	40.82	38.239	34.721	34.721
4588	40.82	38.239	34.6725	34.673
4589	40.82	38.239	34.624	34.6245
4590	40.82	38.239	35.501	34.695
4591	40.82	38.239	37.618	34.941
4592	40.82	38.239	39.7775	35.2295
4593	40.82	38.239	40.758	35.4035
4594	40.82	38.239	40.832	35.477
4595	40.82	38.239	40.3135	35.4745
4596	40.82	38.239	39.7825	35.46
4597	40.82	38.239	40.424	35.5855
4598	40.82	38.239	41.0775	35.7225
4599	40.82	38.239	41.15	35.7955
4600	40.82	38.239	40.297	35.7495
4601	40.82	38.239	38.205	35.528
4602	40.82	38.239	36.07	35.264
4603	40.82	38.239	35.1135	35.114
4604	40.82	38.239	35.064	35.064
4605	40.82	38.239	35.0145	35.0145
4606	40.82	38.239	34.965	34.9655
4607	40.82	38.239	34.9155	34.9165
4608	40.82	38.239	34.8665	34.8675
4609	40.82	38.239	34.818	34.8185
4610	40.82	38.239	34.7695	34.7695
4611	40.82	38.239	34.721	34.721
4612	40.82	38.239	34.6725	34.673
4613	40.82	38.239	34.624	34.6245
4614	40.82	38.239	35.501	34.695
4615	40.82	38.239	37.618	34.941
4616	40.82	38.239	39.7775	35.2295
4617	40.82	38.239	40.758	35.4035
4618	40.82	38.239	40.832	35.477
4619	40.82	38.239	40.3135	35.4745
4620	40.82	38.239	39.7825	35.46
4621	40.82	38.239	40.424	35.5855
4622	40.82	38.239	41.0775	35.7225
4623	40.82	38.239	41.15	35.7955
4624	40.82	38.239	40.297	35.7495
4625	40.82	38.239	38.205	35.528
4626	40.82	38.239	36.07	35.264
4627	40.82	38.239	35.1135	35.114
4628	40.82	38.239	35.064	35.064
4629	40.82	38.239	35.0145	35.0145
4630	40.82	38.239	34.965	34.9655
4631	40.82	38.239	34.9155	34.9165
4632	40.82	38.239	34.8665	34.8675
4633	40.82	38.239	34.818	34.8185
4634	40.82	38.239	34.7695	34.7695
4635	40.82	38.239	34.721	34.721
4636	40.82	38.239	34.6725	34.673
4637	40.82	38.239	34.624	34.6245
4638	40.82	38.239	35.5015	34.695
4639	40.82	38.239	37.6185	34.941
4640	40.82	38.239	39.7775	35.2295
4641	40.82	38.239	40.758	35.4035
4642	40.82	38.239	40.832	35.477
4643	40.82	38.239	40.3135	35.4745
4644	40.82	38.239	39.7825	35.46
4645	40.82	38.239	40.424	35.5855
4646	40.82	38.239	41.0775	35.7225
4647	40.82	38.239	41.15	35.7955
4648	40.82	38.239	40.297	35.7495
4649	40.82	38.239	38.205	35.528
4650	40.82	38.239	36.07	35.264
4651	40.82	38.239	35.1135	35.114
4652	40.82	38.239	35.064	35.064
4653	40.82	38.239	35.0145	35.0145
4654	40.82	38.239	34.965	34.9655
4655	40.82	38.239	34.9155	34.9165
4656	40.82	38.239	34.8665	34.8675
4657	40.82	38.239	34.818	34.8185
4658	40.82	38.239	34.7695	34.7695
4659	40.82	38.239	34.721	34.721
4660	40.82	38.239	34.6725	34.673
4661	40.82	38.239	34.624	34.6245
4662	40.82	38.239	35.5015	34.695
4663	40.82	38.239	37.6185	34.941
4664	40.82	38.239	39.7775	35.2295
4665	40.82	38.239	40.758	35.4035
4666	40.82	38.239	40.832	35.477
4667	40.82	38.239	40.3135	35.4745
4668	40.82	38.239	39.7825	35.46
4669	40.82	38.239	40.424	35.5855
4670	40.82	38.239	41.0775	35.7225
4671	40.82	38.239	41.15	35.7955
4672	40.82	38.239	40.297	35.7495
4673	40.82	38.239	38.205	35.528
4674	40.82	38.239	36.07	35.264
4675	40.82	38.239	35.1135	35.114
4676	40.82	38.239	35.064	35.064
4677	40.82	38.239	35.0145	35.0145
4678	40.82	38.239	34.965	34.9655
4679	40.82	38.239	34.9155	34.9165
4680	40.82	38.239	34.8665	34.8675
4681	40.82	38.239	34.818	34.8185
4682	40.82	38.239	34.7695	34.7695
4683	40.82	38.239	34.721	34.721
4684	40.82	38.239	34.6725	34.673
4685	40.82	38.239	34.624	34.6245
4686	40.82	38.239	35.5015	34.695
4687	40.82	38.239	37.6185	34.941
4688	40.82	38.239	39.7775	35.2295
4689	40.82	38.239	40.758	35.4035
4690	40.82	38.239	40.832	35.477
4691	40.82	38.239	40.3135	35.4745
4692	40.82	38.239	39.7825	35.46
4693	40.82	38.239	40.424	35.5855
4694	40.82	38.239	41.0775	35.7225
4695	40.82	38.239	41.15	35.7955
4696	40.82	38.239	40.297	35.7495
4697	40.82	38.239	38.205	35.528
4698	40.82	38.239	36.07	35.264
4699	40.82	38.239	35.1135	35.114
4700	40.82	38.239	35.064	35.064
4701	40.82	38.239	35.0145	35.0145
4702	40.82	38.239	34.965	34.9655
4703	40.82	38.239	34.9155	34.9165
4704	40.82	38.239	34.8665	34.8675
4705	40.82	38.239	34.818	34.8185
4706	40.82	38.239	34.7695	34.7695
4707	40.82	38.239	34.721	34.721
4708	40.82	38.239	34.6725	34.673
4709	40.82	38.239	34.624	34.6245
4710	40.82	38.239	35.5015	34.695
4711	40.82	38.239	37.6185	34.941
4712	40.82	38.239	39.7775	35.2295
4713	40.82	38.239	40.758	35.4035
4714	40.82	38.239	40.832	35.477
4715	40.82	38.239	40.3135	35.4745
4716	40.82	38.239	39.7825	35.46
4717	40.82	38.239	40.424	35.5855
4718	40.82	38.239	41.0775	35.7225
4719	40.82	38.239	41.15	35.7955
4720	40.82	38.239	40.297	35.7495
4721	40.82	38.239	38.205	35.528
4722	40.82	38.239	36.07	35.264
4723	40.82	38.239	35.1135	35.114
4724	40.82	38.239	35.064	35.064
4725	40.82	38.239	35.0145	35.0145
4726	40.82	38.239	34.965	34.9655
4727	40.82	38.239	34.9155	34.9165
4728	40.82	38.239	34.8665	34.8675
4729	40.82	38.239	34.818	34.8185
4730	40.82	38.239	34.7695	34.7695
4731	40.82	38.239	34.721	34.721
4732	40.82	38.239	34.6725	34.673
4733	40.82	38.239	34.624	34.6245
4734	40.82	38.239	35.5015	34.695
4735	40.82	38.239	37.6185	34.941
4736	40.82	38.239	39.7775	35.2295
4737	40.82	38.239	40.758	35.4035
4738	40.82	38.239	40.832	35.477
4739	40.82	38.239	40.3135	35.4745
4740	40.82	38.239	39.7825	35.46
4741	40.82	38.239	40.424	35.5855
4742	40.82	38.239	41.0775	35.7225
4743	40.82	38.239	41.15	35.7955
4744	40.82	38.239	40.2975	35.7495
4745	40.82	38.239	38.2055	35.528
